id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2737,"Elif's room in cozy, clean flat.",3047,Elif,,VIII Appia Antica,41.87136,12.48215,Private room,28,7,7,2015-05-28,0.08,5,363,0,
2903,Stay a night in Calisto6 B&B Rome,3280,Andrea,,I Centro Storico,41.88824,12.46953,Private room,66,1,55,2017-10-31,0.35,3,243,0,
3079,Cozy apartment  (2-4)with Colisseum  view,3504,Laura,,I Centro Storico,41.895,12.49117,Entire home/apt,90,5,19,2021-09-11,0.14,7,350,2,
12398,Casa Donatello - Home far from Home,11756,Gea,,II Parioli/Nomentano,41.92582,12.46928,Entire home/apt,63,1,43,2021-08-25,0.32,2,209,3,
16276,B&B Calisto6 great location in Rome,3280,Andrea,,I Centro Storico,41.89007,12.47122,Private room,66,1,6,2015-06-18,0.04,3,358,0,
19965,"DI FRONTE AI MUSEI VATICANI 
2 CAMERE SILENZIOSO",75450,Sasa,,I Centro Storico,41.9073,12.45349,Entire home/apt,70,3,62,2021-11-21,0.51,10,253,7,
19967,A 5 MIN A PIEDI P.ZZA S.PIETRO  2 CAMERE SPAZIOSO,75450,Sasa,,I Centro Storico,41.908283,12.452617,Entire home/apt,68,3,32,2021-08-08,0.32,10,252,1,
20534,DormiRoma - Cedro 1 Apartment - Trastevere,77540,Sabrina,,I Centro Storico,41.88992,12.46823,Entire home/apt,90,3,45,2019-09-11,0.33,5,278,0,
20587,DormiRoma - Cedro 4 Apartment - Trastevere,77540,Sabrina,,I Centro Storico,41.88992,12.46823,Entire home/apt,140,3,59,2021-09-20,0.43,5,269,1,
20606,"Your own home in St. Peter, Rome",77932,Giovanna,,XIII Aurelia,41.89689,12.45695,Entire home/apt,146,2,71,2021-08-20,0.52,3,199,1,
20699,Vintage Suite w/ Private Bath & AC,78287,Frank & Soledad,,I Centro Storico,41.89294,12.50581,Private room,58,1,413,2021-11-19,3.01,8,348,23,
21193,BLUE DOUBLE ROOM WITH TERRACE,80755,Marianna,,I Centro Storico,41.91029,12.44703,Private room,70,2,14,2019-11-12,0.10,4,361,0,
21249,"B&B 830, 10 min. from everything! - ROME",81015,Emanuele,,VII San Giovanni/Cinecittà,41.86287,12.54784,Private room,45,3,107,2019-10-23,0.76,10,252,0,
21811,PRETTY FLAT IN TRASTEVERE,5232802,Coan,,I Centro Storico,41.89084,12.46804,Entire home/apt,55,3,195,2021-11-22,1.40,16,270,4,
22335,4  Apartments in Navona square (unit 1),85707,Elena,,I Centro Storico,41.89939,12.46711,Entire home/apt,34,1,143,2021-11-05,2.03,4,324,32,
22395,VERY COOL FLAT IN ST. PETER,5232802,Coan,,I Centro Storico,41.90428,12.4629,Entire home/apt,89,3,32,2021-11-19,0.25,16,259,7,
22573,Splendido loft con pezzi di design nel cuore del Pigneto,86882,Francesco,,V Prenestino/Centocelle,41.89078,12.52634,Entire home/apt,70,28,101,2021-01-20,0.72,1,1,1,
22930,DormiRoma - Cedro 3 Apartment - Trastevere,77540,Sabrina,,I Centro Storico,41.88992,12.46823,Entire home/apt,95,3,64,2020-02-18,0.46,5,296,0,
23803,Charming flat in Trastevere,5232802,Coan,,I Centro Storico,41.88958,12.4678,Entire home/apt,79,3,235,2021-11-07,1.77,16,272,11,
24557,Mini apartment with garden & wifi,86053,Els,,XIV Monte Mario,41.91114,12.41477,Entire home/apt,73,2,326,2021-11-01,2.30,1,361,2,
25875,Your holiday next to St. Peter,77932,Giovanna,,XIII Aurelia,41.89689,12.45695,Entire home/apt,529,4,34,2019-01-02,0.25,3,0,0,
26957,Calisto6 B&B in the heart of Rome,3280,Andrea,,I Centro Storico,41.88857,12.47148,Private room,66,1,15,2021-10-17,0.11,3,360,3,
27816,*Rome CAMPO de FIORI Lovely Romantic Studio*,119186,Primarosa M.Rita,,I Centro Storico,41.89549,12.4721,Entire home/apt,68,2,135,2020-01-08,1.04,3,7,0,
29606,"YOUR HOME in ROME, 2 steps from TRASTEVERE",127506,Pino,,XII Monte Verde,41.87839,12.45176,Entire home/apt,81,3,143,2021-08-23,1.10,1,361,5,
29902,Villa Lauretana for families/friend,128832,Loredana,,IX Eur,41.78628,12.53519,Entire home/apt,90,4,12,2021-08-12,0.14,1,283,1,
30887,Monti small flat nearby Colosseum private bathroom,132622,Mirela & Marco,,I Centro Storico,41.89637,12.49746,Entire home/apt,72,3,51,2021-11-01,0.64,3,365,1,
31058,WellnessInnRome Shortlet 2 people,133372,Emanuela,,I Centro Storico,41.90876,12.50134,Private room,52,2,70,2021-10-09,0.51,5,208,5,
31430,IRIS - 12 MIN TO COLOSSEO BY METRO,135012,Angiola,,II Parioli/Nomentano,41.93152,12.51622,Private room,40,2,369,2020-02-28,2.67,3,0,0,
31464,Warm Apartment with a Hi-Fi Stereo and Quaint Balcony,135112,Mario,,IV Tiburtina,41.9149,12.54632,Private room,106,2,391,2020-02-21,2.94,1,6,0,
36223,da nonna maria b&b near center,155546,Micaela,,II Parioli/Nomentano,41.91106,12.51972,Private room,45,2,36,2021-10-03,0.27,2,361,1,
37054,Anna Home at Roman Forum,160020,Lorenzo,,I Centro Storico,41.89484,12.48758,Entire home/apt,65,2,514,2021-12-06,3.76,8,259,21,
37305,Casa Pariolina - Suite The Romantic,161114,Carla,,II Parioli/Nomentano,41.92135,12.48847,Private room,94,1,21,2021-11-06,0.24,3,358,1,
37307,Casa Pariolina-Suite Villa Borghese,161114,Carla,,II Parioli/Nomentano,41.9233,12.48857,Entire home/apt,90,1,32,2021-11-16,0.23,3,351,7,
42829,*COLOSEUM Front* Opera Theater Apt*,119186,Primarosa M.Rita,,I Centro Storico,41.900211,12.496002,Entire home/apt,65,3,36,2021-10-20,0.32,3,334,1,
43912,Beautiful countryside villa - Rome,192075,Rita,,XV Cassia/Flaminia,42.05602,12.48512,Entire home/apt,95,3,8,2021-08-18,0.06,1,364,3,
44442,In the very heart of Old Rome,195040,Hanen,,I Centro Storico,41.89431,12.47246,Entire home/apt,120,4,248,2021-10-18,1.84,3,1,1,
46669,Sotto il cielo di Roma B&B (Sole),205102,Antonio,,VIII Appia Antica,41.85238,12.47241,Private room,60,1,2,2019-05-16,0.05,2,363,0,
47149,A due passi da San Pietro da Simona,212374,Simona,,XII Monte Verde,41.88057,12.4593,Private room,82,3,147,2019-04-10,1.15,2,311,0,
47213,Sotto il cielo di Roma B&B (Luna),205102,Antonio,,VIII Appia Antica,41.85248,12.47427,Private room,60,1,5,2021-12-02,0.05,2,364,1,
48807,The House of Colors !!!,147227,Irene,,V Prenestino/Centocelle,41.887333,12.532795,Entire home/apt,53,2,166,2021-11-28,1.22,1,259,8,14382
49206,A Due Passi Da Trastevere,212374,Simona,,XII Monte Verde,41.87936,12.45777,Private room,45,2,220,2020-01-02,1.77,2,311,0,
49240,PANTHEON CHARMING ACCOMODATION,224479,Ermanno,,I Centro Storico,41.89738,12.476,Entire home/apt,95,2,29,2021-08-22,0.21,3,177,6,
50333,Bright&Cosy Penthouse Overlooking St. Peter's Dome,230736,Sita Alessandra,,I Centro Storico,41.91321,12.45482,Entire home/apt,110,3,94,2021-10-14,0.78,3,139,7,
50385,Tiny but Special Studio apartment!,231096,Laura,,V Prenestino/Centocelle,41.88882,12.5253,Entire home/apt,42,1,98,2021-08-21,0.74,2,313,1,
50471,Cozy bright Loft in Trastevere,231637,Lavinia,,XII Monte Verde,41.882,12.4673,Entire home/apt,928,1,286,2021-11-15,2.71,1,141,22,
52465,roma centro storico,242549,Laura,,I Centro Storico,41.8966,12.49851,Private room,60,3,0,,,1,365,0,
52805,CasaMastro,244775,Francesco,,I Centro Storico,41.88897,12.51402,Entire home/apt,102,2,156,2021-11-06,1.15,2,336,6,
53203,"Sanniti apartment, San Lorenzo stylish top floor",247495,Gabriele,,II Parioli/Nomentano,41.89805,12.51563,Entire home/apt,80,3,95,2019-11-30,0.70,1,184,0,
53322,Roma Campo de fiori Studio Gio,248295,Tom,,I Centro Storico,41.89585,12.47333,Entire home/apt,135,3,156,2021-10-30,1.19,11,172,14,
53325,Roma STUDIO BLU- CAMPO DE FIORI,248295,Tom,,I Centro Storico,41.89476,12.47379,Entire home/apt,69,3,169,2021-11-15,1.36,11,172,14,
53670,Cozy and quiet  flat  few blocks bytheColisseum,3504,Laura,,I Centro Storico,41.89515,12.4906,Entire home/apt,70,4,39,2021-11-01,0.29,7,329,3,
53844,Gorgeous studio Monti area 4 blocks bytheColisseum,3504,Laura,,I Centro Storico,41.89709,12.48907,Entire home/apt,100,2,41,2020-01-06,0.31,7,342,0,
54991,la Casetta di Tiziana near the imperial Rome,259007,Tiziana,,VII San Giovanni/Cinecittà,41.87568,12.50485,Entire home/apt,48,2,206,2021-10-15,1.58,1,276,1,
55710,Luxury and Elegant Apartment near St. Peter,263254,Andrea E Carlotta,,XIII Aurelia,41.89723,12.45127,Entire home/apt,130,2,410,2021-12-02,3.18,4,199,13,CVN-000270-6
55834,VIOLET wellnessinnrome,133372,Emanuela,,I Centro Storico,41.90911,12.49988,Private room,77,3,2,2021-11-03,0.02,5,217,1,
56795,"ForMyFriends B&B 1 - Rome, Vatican",269706,Matilde,,I Centro Storico,41.90916,12.4562,Private room,120,2,7,2018-09-10,0.06,3,355,0,
56801,"ForMyFriends B&B 2 - Rome, Vatican",269706,Matilde,,I Centro Storico,41.910053,12.457028,Private room,122,2,11,2016-06-06,0.09,3,169,0,
57793,Charming apartment next to Vatican,275779,Mauro,,I Centro Storico,41.90712,12.44671,Entire home/apt,80,3,0,,,1,362,0,
57982,Romantic getaway in Campo dei Fiori,276063,Guglielmo,,I Centro Storico,41.89687,12.47044,Entire home/apt,79,5,44,2020-02-26,0.36,21,37,0,
57996,A week in Rome? Rent my home!,277019,Lis Mari,,XII Monte Verde,41.87898,12.44772,Entire home/apt,40,4,185,2019-09-25,1.39,1,250,0,Codice Idenficativo Univoco (CIU) Struttura Unica - Alloggio per uso turistico ATR-004125-9
58137,LOGGETTA DI TRASTEVERE B&B  Livia,276894,Francesco,,I Centro Storico,41.8871,12.46906,Private room,100,2,1,2012-09-17,0.01,10,283,0,
58273,Loggetta di Trastevere apartment,276894,Francesco,,I Centro Storico,41.88695,12.46911,Entire home/apt,98,2,275,2021-08-06,2.96,10,180,4,
58343,LOGGETTA DI TRASTEVERE B&B  Augusta,276894,Francesco,,I Centro Storico,41.88777,12.46823,Private room,110,1,10,2015-06-08,0.08,10,311,0,
59749,WellnessInnRome ShortLet 11people,133372,Emanuela,,I Centro Storico,41.90728,12.50053,Entire home/apt,320,3,81,2021-11-21,0.61,5,327,4,
60300,Enjoy apartment luxury in Rome,290437,Guido,,I Centro Storico,41.89711,12.49997,Entire home/apt,565,2,116,2021-12-05,1.64,1,254,7,
63092,"LA CASA DEI GERANI, for up to 5+BABY!! AIRCON,WIFI",307669,Arabella,,II Parioli/Nomentano,41.93176,12.5224,Entire home/apt,114,3,6,2019-07-16,0.06,1,136,0,
64683,Attic Sannio with terrace,316068,Federico,,VII San Giovanni/Cinecittà,41.88396,12.50654,Entire home/apt,49,3,170,2021-01-09,1.32,42,314,3,
65104,"Central 3bdr apt , A/C, WIFI",318301,Andrea,,VII San Giovanni/Cinecittà,41.88341,12.51512,Entire home/apt,99,3,308,2020-02-26,2.43,3,0,0,
65658,PONTE TESTACCIO LOFT,321012,Massimo,,XII Monte Verde,41.87444,12.46925,Entire home/apt,70,2,2,2012-09-05,0.02,1,307,0,
68449,ROOM SHARING BATHROOM,339461,Enrica,,I Centro Storico,41.89446,12.50996,Private room,76,1,0,,,2,365,0,
68450,CAMERA   BAGNO  IN  CONDIVISIONE,339461,Enrica,,I Centro Storico,41.89364,12.50742,Private room,76,1,0,,,2,360,0,
68731,Colisseum bright studio in Monti neighborhood,3504,Laura,,I Centro Storico,41.89683,12.49124,Entire home/apt,80,4,20,2021-10-08,0.16,7,267,1,
69146,Rome Apartment beautiful ..,345563,Giandomenico,,VII San Giovanni/Cinecittà,41.88426,12.53032,Entire home/apt,90,2,71,2018-09-24,0.55,1,364,0,
70006,50% off in may: Sole & Luna suites,353186,Sole E Luna,,I Centro Storico,41.89009,12.50404,Entire home/apt,83,1,5,2019-12-26,0.04,4,236,0,
70477,Cozy Terrace by Vatican Muesums,355604,Alessandro & Silvia,,I Centro Storico,41.90548,12.44689,Entire home/apt,70,3,129,2020-10-05,1.00,3,184,0,
70621,Apartment Rome's historic center Spanish Step,358775,Antonino,,I Centro Storico,41.90447,12.47536,Entire home/apt,98,1,210,2021-11-05,1.82,2,311,5,CIU ROMA: ATR-005273-5              CISE: 4571 Struture Ricettive Regione lazio
71341,Vatican Tradition and Design,364763,Annabella,,XIV Monte Mario,41.91248,12.44273,Entire home/apt,45,2,22,2021-03-30,0.17,1,352,1,
72073,Medieval borgo in the heart of Rome,276063,Guglielmo,,I Centro Storico,41.89631,12.47111,Entire home/apt,139,5,1,2012-05-02,0.01,21,71,0,
72848,Double room,353186,Sole E Luna,,I Centro Storico,41.89139,12.5012,Private room,80,1,3,2016-07-04,0.03,4,365,0,
75474,"ELEGANT VILLA SWIMMING POOL, AIR/CON, GARDENS",400717,Marina,,III Monte Sacro,41.98963,12.52098,Entire home/apt,1053,3,0,,,1,358,0,
77549,Flat for up to 7 people in the heart of Rome!,409283,Denise,,I Centro Storico,41.89749,12.50003,Entire home/apt,150,3,20,2018-05-01,0.22,1,161,0,
77831,Bonheur Monti,417964,Nathalie,,I Centro Storico,41.89733,12.4917,Entire home/apt,100,3,271,2021-09-07,2.08,1,137,9,Vi comunico il CIU di Bonheur Monti Roma CVN-000757-7
78314,DIAMOND1 Apartment in Rome near the subway,382155,Michele,,VII San Giovanni/Cinecittà,41.87516,12.51359,Entire home/apt,90,3,18,2021-10-31,0.16,11,309,1,
78697,COLOSSEUM Ciao Bella Apartment,422925,Floriana,,I Centro Storico,41.89228,12.50139,Entire home/apt,95,4,109,2020-02-27,0.91,1,272,0,
79393,"Rome,  (Monteverde) 1  single room",427418,Alessandra,,XII Monte Verde,41.86784,12.44009,Private room,43,1,4,2021-10-31,0.04,1,365,1,
80280,Cappellari 2 Campo dei Fiori,316068,Federico,,I Centro Storico,41.89747,12.46875,Entire home/apt,65,3,92,2021-02-15,0.82,42,273,2,
80292,Cappellari 3 Campo dei Fiori,316068,Federico,,I Centro Storico,41.89765,12.47075,Entire home/apt,68,3,140,2020-06-30,1.10,42,308,0,
80612,Apartment Gli Archi 4 beds WIFI AC,435920,Pina,,VII San Giovanni/Cinecittà,41.86346,12.54263,Entire home/apt,45,3,347,2021-09-28,2.68,3,349,6,
81807,DOUBLEROOM WITH PRIVATE BATHROOM,444360,Mary,,VII San Giovanni/Cinecittà,41.8474,12.58989,Private room,25,1,31,2021-08-15,0.24,1,68,1,
83569,Budget Room Trastevere Stn.1  WiFi,455761,Gianmaria,,XII Monte Verde,41.87017,12.45679,Private room,20,4,30,2018-08-17,0.34,1,0,0,
84953,"DOMUS BERNARDINI ""C""",464811,Luca,,XIII Aurelia,41.89157,12.43774,Entire home/apt,80,2,0,,,4,354,0,
85272,"B&B ZenTrastevere, New Red Room",149694,B&B Zen Trastevere,,I Centro Storico,41.88699,12.47103,Private room,65,4,69,2021-07-31,0.53,2,353,1,
85612,"B&B Zen Trastevere, New light blue Room",149694,B&B Zen Trastevere,,I Centro Storico,41.88767,12.47113,Private room,65,4,27,2016-10-12,0.21,2,353,0,
85857,Aenea's B&B in the heart of Rome,470889,Federica,,I Centro Storico,41.89912,12.50463,Hotel room,47,2,63,2021-12-07,0.50,6,357,6,
86187,Elegante Appartamento di Design Accanto al Vaticano,263254,Andrea E Carlotta,,XIII Aurelia,41.89482,12.45292,Entire home/apt,75,2,336,2021-12-07,2.65,4,312,10,CVN-002822-2
86649,2 passi da...è il Bed and Breakfast,475065,Renato,,XV Cassia/Flaminia,41.93995,12.46723,Hotel room,50,2,2,2021-06-13,0.05,3,349,1,
86932,TERRAZZA SAN PIETRO BEST IN ROME,476671,Angelo,,I Centro Storico,41.91184,12.45467,Entire home/apt,70,2,3,2021-09-19,0.05,6,277,1,
86942,BABRI SIMIN TAJ  BB ROMA,476671,Angelo,,XI Arvalia/Portuense,41.86156,12.46451,Private room,65,1,0,,,6,359,0,
88428,Space home near Piazza Navona,380607,Laura,,I Centro Storico,41.89907,12.47164,Entire home/apt,979,2,219,2020-07-04,1.69,2,274,0,
88611,Cosy and quite room to enjoy Roma,484081,Stefania,,II Parioli/Nomentano,41.92101,12.47222,Private room,38,2,42,2019-10-30,0.33,1,34,0,
88982,"Casa Rubino,near the Coliseum",485491,Irina,,VII San Giovanni/Cinecittà,41.87966,12.51165,Entire home/apt,100,2,13,2019-12-31,0.12,1,345,0,
90666,WikiRome Vatican 1to4 people Wi-Fi 200MBit,491169,WikiRome,,I Centro Storico,41.90982,12.45652,Entire home/apt,79,2,206,2021-11-30,1.59,1,341,4,SCIA Comune di Roma Prot. QA/2015/29912 del 8/12/15 - CIR 1319 - CIU  CVN-000701-5
90971,Rome best location!!!(ghetto)garden,486866,Raffaella,,I Centro Storico,41.89242,12.47874,Entire home/apt,50,3,103,2021-11-28,0.85,4,296,5,
91029,Rome Villa Borghese B&B n.2,492474,Filippo,,II Parioli/Nomentano,41.91736,12.49732,Private room,40,3,13,2021-11-26,0.10,2,341,7,502080
91713,"World Wide Bed Prenestino. ""Easy"" room ensuite",229246,Gigi,,V Prenestino/Centocelle,41.89505,12.54556,Private room,32,2,49,2018-07-11,0.42,1,343,0,
93976,Studio Gio 2 in campo dei fiori Center of Rome,248295,Tom,,I Centro Storico,41.89559,12.4726,Entire home/apt,107,3,110,2021-11-24,0.86,11,173,15,
94106,The Vatican Flat - Chic w/Jacuzzi,503401,Armando,,I Centro Storico,41.91299,12.45304,Entire home/apt,49,2,117,2021-11-15,0.91,1,161,16,6567
95009,Re di Roma Apartment 1/4 adult,506316,Andrea,,VII San Giovanni/Cinecittà,41.87442,12.52593,Entire home/apt,50,3,13,2019-09-23,0.11,4,252,0,
95415,Trevi palazzo storico suite B&B,508116,Emanuele Mercuzio,,I Centro Storico,41.90235,12.49102,Private room,58,1,525,2021-11-14,4.06,3,331,13,
95463,Bed&Breakfast Gallery  Double Room,508291,Michele,,I Centro Storico,41.90647,12.44436,Private room,58,1,3,2021-11-01,0.03,1,363,2,
96351,Il delizioso attico immerso nella Città Eterna.,511552,Fiammetta Maria,,I Centro Storico,41.8923,12.49128,Entire home/apt,160,3,137,2021-10-20,1.07,1,290,3,
97093,A few steps from St. Peter,77932,Giovanna,,XIII Aurelia,41.89688,12.45695,Entire home/apt,146,2,94,2020-02-22,0.74,3,195,0,
102350,Julia's Cottage,533391,Giulia,,VI Roma delle Torri,41.91436,12.68375,Entire home/apt,59,3,32,2019-09-08,0.50,1,242,0,
102672,ARIA DI MARE  A 20 KM DA ROMA,536398,Antonella,,X Ostia/Acilia,41.72619,12.28681,Entire home/apt,100,3,6,2019-06-23,0.14,3,365,0,
103190,Anni50 B&B - Double Rooms,537257,Alessandro Lorenzo Katia,,II Parioli/Nomentano,41.92735,12.50915,Private room,82,3,13,2019-01-02,0.10,3,304,0,
103245,Trastevere - Manara House,538724,Carla,,I Centro Storico,41.88788,12.46975,Entire home/apt,80,2,278,2021-11-29,2.16,1,202,9,
103870,CASACHICA Your holiday home in Rome,535822,Fabrizio,,I Centro Storico,41.89711,12.50423,Entire home/apt,34,3,195,2020-08-22,1.53,1,242,0,
104339,Colorful apartment close MetroB,543054,Giuseppe,,VIII Appia Antica,41.85585,12.48361,Entire home/apt,80,2,7,2017-12-02,0.05,3,0,0,
105081,A Modern flat near Trastevere,1033076,Rca Immobiliare,,XII Monte Verde,41.86263,12.45331,Entire home/apt,80,4,3,2012-07-01,0.03,6,81,0,
107569,B&B DOLCE VIRGINIA-J.Suite Orchidea,557098,Flora,,VII San Giovanni/Cinecittà,41.87983,12.51273,Private room,72,2,4,2018-06-03,0.05,3,347,0,
108035,Sweet Rome in a typical district.,559233,Franco,,V Prenestino/Centocelle,41.88814,12.52974,Entire home/apt,70,2,40,2021-10-06,0.38,1,353,4,
108039,Sweet terrace by Vatican Musuem New wifi 100Mbs!,355604,Alessandro & Silvia,,I Centro Storico,41.90428,12.4451,Entire home/apt,65,3,128,2021-06-09,1.45,3,5,8,
110515,Appartamento con 3 camere e 3 bagni,82468112,Livia,,II Parioli/Nomentano,41.89666,12.51279,Entire home/apt,115,3,148,2021-11-21,1.24,3,277,6,ATR-000833-2
111424,LOVELY and BABY FRIENDLY FLAT FOR RENT,477332,Cristina,,VII San Giovanni/Cinecittà,41.87447,12.53651,Private room,49,3,0,,,1,86,0,
113590,SMALL STUDIO FLAT Btw Termini & Colosseum!,577650,Antonella,,I Centro Storico,41.89416,12.50958,Entire home/apt,30,2,575,2021-12-08,4.49,1,112,40,BBN-001607-8
116291,Charming room AL Cupolone Guest House ★,190140,Valter,,I Centro Storico,41.90108,12.45784,Private room,129,1,38,2019-03-24,0.31,3,179,0,
116616,CHEAP & CHIC WHITE APT @COLISEUM – ALL INCLUDED!,158699136,Flavio & Emiliano,,I Centro Storico,41.89012,12.50973,Entire home/apt,89,3,197,2020-02-16,1.54,10,41,0,CIU ATR-003976-4 // Auth n.  QA/2015/30404 // CISE N. 94
117532,Spaciouse Apartment in the heart of Rome,82468112,Livia,,II Parioli/Nomentano,41.89666,12.51279,Entire home/apt,85,3,51,2021-10-31,0.43,3,337,12,ATR-000833-2
117982,offro periodo estivo stanza da letto matrimoniale,595949,Angela,,IV Tiburtina,41.90972,12.55194,Private room,50,5,0,,,2,173,0,
118803,Feel at home in Rome,599863,Viviana,,II Parioli/Nomentano,41.90051,12.51363,Entire home/apt,44,7,130,2021-11-03,1.05,1,129,3,
124148,Peaceful room w private badroom Boccea/Casalotti,619502,Barbara,,XIII Aurelia,41.91556,12.37333,Private room,26,30,1,2017-09-04,0.02,1,324,0,
124269,S.cosimato trastevere 2 bedrooms,619855,Ilaria,,I Centro Storico,41.88786,12.4706,Entire home/apt,122,2,162,2021-11-04,1.34,1,349,4,
125484,Exclusive Terrace Piazza Argentina,316068,Federico,,I Centro Storico,41.8944,12.47714,Entire home/apt,83,3,227,2021-11-23,1.82,42,323,32,
125597,Cozy Vatican Apartment in Prati for 3-6 !  wi-fi,624253,Giusy,,I Centro Storico,41.90884,12.46068,Entire home/apt,140,2,204,2021-11-28,1.66,1,255,6,
131221,Saint Peter - Room in apartment,645702,Cristina,,I Centro Storico,41.90274,12.46072,Private room,65,3,122,2021-11-01,1.01,1,357,4,
135051,open space apartament in rome,662417,Fantini,,XII Monte Verde,41.88356,12.41777,Private room,65,3,0,,,1,363,0,
135307,Casa Vacanze Marzia,663406,Marzia,,VIII Appia Antica,41.85624,12.47893,Entire home/apt,59,2,56,2021-11-27,0.59,1,328,3,12810
137044,In Campo de 'Fiori! For families and friends in the historic center.,670337,Massimiliano,,I Centro Storico,41.8962,12.47071,Entire home/apt,110,3,88,2021-11-21,0.88,1,337,9,
137157,Super balcony in center on Romans roofs,486866,Raffaella,,I Centro Storico,41.894,12.47896,Entire home/apt,105,3,6,2016-06-20,0.05,4,351,0,
137713,60sqm apt Campo de' Fiori with Wifi,246365,Carla,,I Centro Storico,41.89579,12.47098,Entire home/apt,85,3,104,2021-11-11,0.82,2,272,11,
137724,Studio in Campo de' Fiori with Wifi,246365,Carla,,I Centro Storico,41.89737,12.47008,Entire home/apt,48,2,162,2021-10-21,1.28,2,179,7,
138192,Rome Termini station double room,674843,Daniele,,I Centro Storico,41.89122,12.50543,Private room,53,1,81,2021-09-16,0.70,5,352,1,
138279,cosy studio flat,675201,Rosa Alba,,V Prenestino/Centocelle,41.87547,12.54276,Entire home/apt,36,6,203,2020-02-16,1.73,3,60,0,
139330,In the hearth of Rome (PIGNETO),679555,Mario,,V Prenestino/Centocelle,41.88142,12.54422,Hotel room,51,2,14,2020-03-05,0.23,1,79,0,Aut. Comune di Roma QA 2016/160 del 04/01/2016 CIU. BBN-000320-8 Reg. Lazio ID 603
140023,B&B  NIK and BENNY,682426,Simona,,XV Cassia/Flaminia,41.97348,12.45729,Private room,50,2,11,2018-05-31,0.12,1,0,0,
140801,"Rome Studio Rental, Colosseum",685600,Juan Carlos,,I Centro Storico,41.88739,12.4969,Entire home/apt,70,3,161,2021-10-26,1.30,1,318,8,
141614,Room with private bathroom - Colosseum 10min away,674843,Daniele,,I Centro Storico,41.89319,12.50611,Private room,63,1,18,2021-09-19,0.19,5,362,2,
141634,Bright room (up to 4 people) - Rome Colosseum,674843,Daniele,,I Centro Storico,41.89128,12.50517,Private room,63,1,55,2019-10-28,0.48,5,358,0,
142483,Termini station single room,674843,Daniele,,I Centro Storico,41.8919,12.5047,Private room,43,1,125,2021-09-13,0.98,5,365,1,
147043,Entire apartment  on the Park-,643583,Gianni,,XII Monte Verde,41.87659,12.44109,Entire home/apt,80,3,4,2018-04-16,0.03,4,0,0,
147248,Roma Casa Rome House B&B Short Let,711817,Fabiano,,I Centro Storico,41.90097,12.46711,Entire home/apt,69,2,270,2021-08-27,2.57,2,338,9,
147381,Charming Studio in Trevi Fountain,712288,Jimmy,,I Centro Storico,41.90064,12.48435,Entire home/apt,64,3,192,2021-10-03,1.53,13,324,5,
147670,Feliz in Roma B&B - Junior Suite,628404,Federico,,I Centro Storico,41.88795,12.50326,Private room,160,2,2,2017-06-21,0.03,2,361,0,
147933,Feliz in Roma B&B - Chic room,628404,Federico,,I Centro Storico,41.88647,12.50302,Private room,110,2,4,2016-05-23,0.03,2,340,0,
148158,Charming apartment near Trastevere,1249650,Perla,,XII Monte Verde,41.87202,12.44024,Entire home/apt,90,3,8,2013-12-11,0.06,1,365,0,
152614,Single Room with Private Bathroom,734278,Francesca,,II Parioli/Nomentano,41.92521,12.51686,Private room,40,2,56,2020-01-01,0.48,2,335,0,
153506,Sally's beautiful apt - Trastevere,1035589,Sally,,XII Monte Verde,41.87414,12.46965,Entire home/apt,65,3,39,2020-01-03,0.31,2,336,0,
153542,CORNER HOUSE ROME,677400,Ada,,XIV Monte Mario,41.93982,12.42301,Entire home/apt,65,3,9,2020-10-29,0.16,1,336,0,cvn-000637-4
154794,Art Mary B&B ; near termini station,744686,Mary,,I Centro Storico,41.9024,12.50483,Hotel room,63,1,5,2021-10-17,0.21,3,361,3,
155179,Renovated 1BR NAVONA-VATICAN,746256,Olivia,,I Centro Storico,41.89875,12.46946,Entire home/apt,84,3,144,2021-10-28,1.18,4,282,9,
156217,Your Home in Rome's Trastevere,750850,Marisa,,I Centro Storico,41.88653,12.4689,Private room,50,2,23,2019-10-13,0.22,1,0,0,
156445,Charming Studio Navona / S.Peter,746256,Olivia,,I Centro Storico,41.89875,12.46946,Entire home/apt,78,3,56,2021-10-31,0.49,4,323,3,
156878,Rome City Center Trastevere up to 4,753785,Marzia,,I Centro Storico,41.88955,12.47191,Entire home/apt,101,2,145,2021-11-03,1.24,1,11,6,ATR-002450-8
156888,beautiful house,753805,Matteo,,VII San Giovanni/Cinecittà,41.8845,12.52346,Private room,46,1,10,2017-10-29,0.11,1,365,0,
158722,"""FRANCESCA""APARTMENT NAVONA SQUARE - Wifi",761827,Dorotea,,I Centro Storico,41.90286,12.47381,Entire home/apt,181,3,39,2021-10-03,0.35,20,235,1,
158761,DELIGHTFUL & COZY FLAT Trastevere,761827,Dorotea,,I Centro Storico,41.88603,12.46828,Entire home/apt,75,90,9,2017-04-19,0.09,20,320,0,
160450,ROMA HOLIDAY SUITE - BLUE ROOM,768673,Fabio,,XII Monte Verde,41.87715,12.38358,Private room,120,2,220,2021-10-24,1.75,3,362,7,
